序号,系统时间,时间标识,CAN通道,传输方向,ID号,帧类型,帧格式,长度,数据
500572,="11:17:38.054",0xB687D9,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
500573,="11:17:38.054",0xB687ED,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 00 
500574,="11:17:38.054",0xB68806,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 68 33 00 7D 55 55 AA 00 
500575,="11:17:38.054",0xB68814,ch1,接收,0x0C01F4A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 0A 
500576,="11:17:38.054",0xB68864,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 68 33 8E 26 C0 18 62 50 
500577,="11:17:38.054",0xB6887F,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 0A 
500578,="11:17:38.054",0xB6888E,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
500579,="11:17:38.054",0xB688A1,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
500580,="11:17:38.054",0xB688B5,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 01 
500581,="11:17:38.054",0xB688CD,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 68 33 00 7D 55 55 AA 00 
500582,="11:17:38.054",0xB688DB,ch1,接收,0x0C08A79A,数据帧,扩展帧,0x08,x| 9D 27 E7 27 5E 33 4B 80 
500583,="11:17:38.084",0xB6892C,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 68 33 8E 26 BE 18 62 50 
500584,="11:17:38.084",0xB68947,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 0B 
500585,="11:17:38.084",0xB68951,ch1,接收,0x1819D0F3,数据帧,扩展帧,0x08,x| 00 2D 20 35 00 54 28 44 
500586,="11:17:38.084",0xB68957,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
500587,="11:17:38.084",0xB6895C,ch1,接收,0x181AD0F3,数据帧,扩展帧,0x08,x| 01 00 FF FF 56 28 53 28 
500588,="11:17:38.084",0xB68962,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 00 96 7C 34 0C E6 00 FF 
500589,="11:17:38.084",0xB68968,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 0B 00 00 FF FF FF FF F4 
500590,="11:17:38.084",0xB6896E,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
500591,="11:17:38.084",0xB68973,ch1,接收,0x18FF98D2,数据帧,扩展帧,0x08,x| 0D 42 42 41 41 42 42 F2 
500592,="11:17:38.084",0xB6897D,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 02 
500593,="11:17:38.084",0xB68995,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 68 33 00 7D 55 55 AA 00 
500594,="11:17:38.084",0xB689A3,ch1,接收,0x0C07A1A7,数据帧,扩展帧,0x08,x| 56 0C 56 0C AA 00 00 00 
500595,="11:17:38.084",0xB689F3,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 68 33 8E 26 BE 18 62 50 
500596,="11:17:38.084",0xB68A0F,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 0C 
500597,="11:17:38.084",0xB68A1D,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
500598,="11:17:38.114",0xB68A30,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
500599,="11:17:38.114",0xB68A44,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 03 
500600,="11:17:38.114",0xB68A5D,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 68 33 00 7D 55 55 AA 00 
500601,="11:17:38.114",0xB68A6B,ch1,接收,0x18EF3010,数据帧,扩展帧,0x08,x| 78 00 01 00 00 00 00 00 
500602,="11:17:38.114",0xB68ABB,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 68 33 8E 26 BE 18 62 50 
500603,="11:17:38.114",0xB68AD6,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 0D 
500604,="11:17:38.114",0xB68AE5,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
500605,="11:17:38.114",0xB68AF8,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
500606,="11:17:38.114",0xB68B0C,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 04 
500607,="11:17:38.114",0xB68B24,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 68 33 00 7D 55 55 AA 00 
500608,="11:17:38.114",0xB68B33,ch1,接收,0x180190A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 00 
500609,="11:17:38.144",0xB68B4C,ch1,接收,0x1807E5F4,数据帧,扩展帧,0x08,x| 0D B0 00 C8 01 FF FF FF 
500610,="11:17:38.144",0xB68B51,ch1,接收,0x1818D0F3,数据帧,扩展帧,0x08,x| 44 33 A4 26 E6 00 00 42 
500611,="11:17:38.144",0xB68B57,ch1,接收,0x18FF97D2,数据帧,扩展帧,0x08,x| 07 14 0D 16 0D 13 0D F8 
500612,="11:17:38.144",0xB68B5D,ch1,接收,0x18FF99D2,数据帧,扩展帧,0x08,x| 0D 00 00 00 00 00 00 F2 
500613,="11:17:38.144",0xB68B62,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 0C 00 00 FF FF FF FF F3 
500614,="11:17:38.144",0xB68B68,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 00 94 7C 34 0C E6 00 FF 
500615,="11:17:38.144",0xB68B6D,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 01 19 15 1F 0F 15 1B FE 
500616,="11:17:38.144",0xB68B73,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 02 44 09 02 00 00 00 FD 
500617,="11:17:38.144",0xB68B7A,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 03 03 02 2B 13 CA 14 FC 
500618,="11:17:38.144",0xB68B80,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 04 01 00 FF FF 60 25 FB 
500619,="11:17:38.144",0xB68B85,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 68 33 8E 26 BA 18 62 50 
500620,="11:17:38.144",0xB68B8A,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 06 0B 23 28 1E 3C 41 F9 
500621,="11:17:38.144",0xB68B90,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 07 1D 01 00 00 F4 01 F8 
500622,="11:17:38.144",0xB68B96,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 08 01 01 B0 0A 10 0E F7 
500623,="11:17:38.144",0xB68B9B,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 05 23 07 06 05 40 01 FA 
500624,="11:17:38.144",0xB68BA1,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 0E 
500625,="11:17:38.144",0xB68BA6,ch1,接收,0x18FF90D2,数据帧,扩展帧,0x08,x| A5 FF FF FF CF FF FF D2 
500626,="11:17:38.144",0xB68BAC,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 09 FA 00 00 00 00 00 F6 
500627,="11:17:38.144",0xB68BB2,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
500628,="11:17:38.144",0xB68BB7,ch1,接收,0x18FF90D2,数据帧,扩展帧,0x08,x| F0 F7 FF FF FF FF FF D2 
500629,="11:17:38.144",0xB68BC0,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
500630,="11:17:38.144",0xB68BD4,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 05 
500631,="11:17:38.144",0xB68BEC,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 68 33 00 7D 55 55 AA 00 
500632,="11:17:38.144",0xB68BFB,ch1,接收,0x0C01F4A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 0F 
500633,="11:17:38.144",0xB68C4B,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 68 33 8E 26 B8 18 62 50 
500634,="11:17:38.144",0xB68C65,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 0F 
500635,="11:17:38.144",0xB68C75,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
500636,="11:17:38.174",0xB68C87,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
500637,="11:17:38.174",0xB68C9C,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 06 
500638,="11:17:38.174",0xB68CB4,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 68 33 00 7D 55 55 AA 00 
500639,="11:17:38.174",0xB68CC2,ch1,接收,0x0C08A79A,数据帧,扩展帧,0x08,x| 9D 27 F8 27 59 33 4B 80 
500640,="11:17:38.174",0xB68D12,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 68 33 8E 26 BE 18 62 50 
500641,="11:17:38.174",0xB68D2D,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 10 
500642,="11:17:38.174",0xB68D3C,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
500643,="11:17:38.174",0xB68D42,ch1,接收,0x181AD0F3,数据帧,扩展帧,0x08,x| 01 00 FF FF 56 28 53 28 
500644,="11:17:38.174",0xB68D47,ch1,接收,0x180128F3,数据帧,扩展帧,0x08,x| 11 56 28 5B 56 28 FF FF 
500645,="11:17:38.174",0xB68D4D,ch1,接收,0x1819D0F3,数据帧,扩展帧,0x08,x| 00 2D 20 35 00 54 28 44 
500646,="11:17:38.174",0xB68D53,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
500647,="11:17:38.174",0xB68D58,ch1,接收,0x18FF98D2,数据帧,扩展帧,0x08,x| 13 45 42 41 41 42 41 EC 
500648,="11:17:38.174",0xB68D5E,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 0D 00 00 FF FF FF FF F2 
500649,="11:17:38.174",0xB68D63,ch1,接收,0x18FF94D2,数据帧,扩展帧,0x08,x| 04 40 06 C0 26 00 00 F2 
500650,="11:17:38.174",0xB68D69,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 07 
500651,="11:17:38.174",0xB68D6F,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 00 92 7C 34 0C E6 00 FF 
500652,="11:17:38.174",0xB68D7C,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 68 33 00 7D 55 55 AA 00 
500653,="11:17:38.174",0xB68D8A,ch1,接收,0x0C07A1A7,数据帧,扩展帧,0x08,x| 56 0C 56 0C AA 00 00 00 
500654,="11:17:38.204",0xB68DDA,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 68 33 8E 26 C4 18 62 50 
500655,="11:17:38.204",0xB68DF5,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 11 
500656,="11:17:38.204",0xB68E04,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
500657,="11:17:38.204",0xB68E17,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
500658,="11:17:38.204",0xB68E2B,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 08 
500659,="11:17:38.204",0xB68E44,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 68 33 00 7D 55 55 AA 00 
500660,="11:17:38.204",0xB68E52,ch1,接收,0x18EF3010,数据帧,扩展帧,0x08,x| 78 00 01 00 00 00 00 00 
500661,="11:17:38.204",0xB68EA2,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 68 33 84 26 C4 18 62 50 
500662,="11:17:38.204",0xB68EBC,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 12 
500663,="11:17:38.204",0xB68ECC,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
500664,="11:17:38.234",0xB68EDF,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
500665,="11:17:38.234",0xB68EF4,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 09 
500666,="11:17:38.234",0xB68F0B,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 68 33 00 7D 55 55 AA 00 
500667,="11:17:38.234",0xB68F1A,ch1,接收,0x180190A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 00 
500668,="11:17:38.234",0xB68F2C,ch1,接收,0x1818D0F3,数据帧,扩展帧,0x08,x| 44 33 A0 26 E6 00 00 42 
500669,="11:17:38.234",0xB68F32,ch1,接收,0x18FF97D2,数据帧,扩展帧,0x08,x| 0A 18 0D 15 0D 16 0D F5 
500670,="11:17:38.234",0xB68F37,ch1,接收,0x18FF99D2,数据帧,扩展帧,0x08,x| 13 00 00 00 00 00 00 EC 
500671,="11:17:38.234",0xB68F3D,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 0E 00 00 FF FF FF FF F1 
500672,="11:17:38.234",0xB68F6A,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 68 33 8E 26 BE 18 62 50 
500673,="11:17:38.234",0xB68F84,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 13 
500674,="11:17:38.234",0xB68F93,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
500675,="11:17:38.234",0xB68FA7,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
500676,="11:17:38.234",0xB68FBB,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 0A 
500677,="11:17:38.234",0xB68FD3,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 68 33 00 7D 55 55 AA 00 
500678,="11:17:38.234",0xB68FE2,ch1,接收,0x0C01F4A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 14 
500679,="11:17:38.264",0xB69031,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 68 33 8E 26 B8 18 62 50 
500680,="11:17:38.264",0xB6904C,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 14 
500681,="11:17:38.264",0xB6905B,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
500682,="11:17:38.264",0xB6906F,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
500683,="11:17:38.264",0xB69083,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 0B 
500684,="11:17:38.264",0xB6909B,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 68 33 00 7D 55 55 AA 00 
500685,="11:17:38.264",0xB690A9,ch1,接收,0x0C08A79A,数据帧,扩展帧,0x08,x| 9D 27 FE 27 5E 33 4B 80 
500686,="11:17:38.264",0xB690F9,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 68 33 8E 26 BC 18 62 50 
500687,="11:17:38.264",0xB69114,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 15 
500688,="11:17:38.264",0xB69123,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
500689,="11:17:38.294",0xB6912A,ch1,接收,0x1819D0F3,数据帧,扩展帧,0x08,x| 00 2D 20 35 00 54 28 44 
500690,="11:17:38.294",0xB6912F,ch1,接收,0x181AD0F3,数据帧,扩展帧,0x08,x| 01 00 FF FF 56 28 53 28 
500691,="11:17:38.294",0xB69135,ch1,接收,0x18FF98D2,数据帧,扩展帧,0x08,x| 19 41 41 41 41 41 42 E6 
500692,="11:17:38.294",0xB6913B,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
500693,="11:17:38.294",0xB69140,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 00 8E 7C 34 0C E6 00 FF 
500694,="11:17:38.294",0xB69146,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 0F 00 00 FF FF FF FF F0 
500695,="11:17:38.294",0xB6914C,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 0C 
500696,="11:17:38.294",0xB69163,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 68 33 00 7D 55 55 AA 00 
500697,="11:17:38.294",0xB69171,ch1,接收,0x0C07A1A7,数据帧,扩展帧,0x08,x| 56 0C 56 0C AA 00 00 00 
500698,="11:17:38.294",0xB691C1,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 68 33 8E 26 BE 18 62 50 
500699,="11:17:38.294",0xB691DB,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 16 
500700,="11:17:38.294",0xB691EB,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
500701,="11:17:38.294",0xB691FE,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
500702,="11:17:38.294",0xB69214,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 0D 
500703,="11:17:38.294",0xB6922A,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 68 33 00 7D 55 55 AA 00 
500704,="11:17:38.294",0xB69239,ch1,接收,0x18EF3010,数据帧,扩展帧,0x08,x| 78 00 01 00 00 00 00 00 
500705,="11:17:38.324",0xB69289,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 68 33 8E 26 BE 18 62 50 
500706,="11:17:38.324",0xB692A3,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 17 
500707,="11:17:38.324",0xB692B2,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
500708,="11:17:38.324",0xB692C5,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
500709,="11:17:38.324",0xB692DA,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 0E 
500710,="11:17:38.324",0xB692F2,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 68 33 00 7D 55 55 AA 00 
500711,="11:17:38.324",0xB69301,ch1,接收,0x180190A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 00 
500712,="11:17:38.324",0xB6931A,ch1,接收,0x1818D0F3,数据帧,扩展帧,0x08,x| 44 33 9E 26 E6 00 00 42 
500713,="11:17:38.324",0xB6931F,ch1,接收,0x18FF97D2,数据帧,扩展帧,0x08,x| 0D 13 0D 17 0D 14 0D F2 
500714,="11:17:38.324",0xB69325,ch1,接收,0x18FF99D2,数据帧,扩展帧,0x08,x| 19 00 00 00 00 00 00 E6 
500715,="11:17:38.324",0xB6932B,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 10 00 00 FF FF FF FF EF 
500716,="11:17:38.324",0xB69350,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 68 33 8E 26 B8 18 62 50 
500717,="11:17:38.324",0xB6936B,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 18 
500718,="11:17:38.324",0xB6937A,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
500719,="11:17:38.354",0xB6938D,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
500720,="11:17:38.354",0xB693A2,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 0F 
500721,="11:17:38.354",0xB693BA,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 68 33 00 7D 55 55 AA 00 
500722,="11:17:38.354",0xB693C8,ch1,接收,0x0C01F4A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 19 
500723,="11:17:38.354",0xB69418,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 68 33 8E 26 B6 18 62 50 
500724,="11:17:38.354",0xB69433,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 19 
500725,="11:17:38.354",0xB69442,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
500726,="11:17:38.354",0xB69455,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
500727,="11:17:38.354",0xB69469,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 10 
500728,="11:17:38.354",0xB69482,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 68 33 00 7D 55 55 AA 00 
500729,="11:17:38.354",0xB69490,ch1,接收,0x0C08A79A,数据帧,扩展帧,0x08,x| 9D 27 00 28 59 33 4B 80 
500730,="11:17:38.384",0xB694E0,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 68 33 8E 26 B8 18 62 50 
500731,="11:17:38.384",0xB694FA,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 1A 
500732,="11:17:38.384",0xB6950A,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
500733,="11:17:38.384",0xB69517,ch1,接收,0x1819D0F3,数据帧,扩展帧,0x08,x| 00 2D 20 35 00 54 28 44 
500734,="11:17:38.384",0xB6951D,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
500735,="11:17:38.384",0xB69523,ch1,接收,0x181AD0F3,数据帧,扩展帧,0x08,x| 01 00 FF FF 56 28 53 28 
500736,="11:17:38.384",0xB69528,ch1,接收,0x18FF98D2,数据帧,扩展帧,0x08,x| 1F 42 42 42 42 42 41 E0 
500737,="11:17:38.384",0xB6952E,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 00 8F 7C 35 0C E6 00 FF 
500738,="11:17:38.384",0xB69534,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 11 
500739,="11:17:38.384",0xB69539,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 11 00 00 FF FF FF FF EE 
500740,="11:17:38.384",0xB6953F,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 00 8F 7C 35 0C E6 00 FF 
500741,="11:17:38.384",0xB69544,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 01 19 15 1F 0F 15 1B FE 
500742,="11:17:38.384",0xB6954A,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 02 44 09 02 00 00 00 FD 
500743,="11:17:38.384",0xB69550,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 68 33 00 7D 55 55 AA 00 
500744,="11:17:38.384",0xB69555,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 04 01 00 FF FF 60 25 FB 
500745,="11:17:38.384",0xB6955B,ch1,接收,0x0C07A1A7,数据帧,扩展帧,0x08,x| 56 0C 56 0C AA 00 00 00 
500746,="11:17:38.384",0xB69560,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 05 23 07 06 05 40 01 FA 
500747,="11:17:38.384",0xB69566,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 03 03 02 2B 13 CA 14 FC 
500748,="11:17:38.384",0xB6956B,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 06 0B 23 28 1E 3C 41 F9 
500749,="11:17:38.384",0xB69571,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 07 1D 01 00 00 F4 01 F8 
500750,="11:17:38.384",0xB69577,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 08 01 01 B0 0A 10 0E F7 
500751,="11:17:38.384",0xB6957C,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 09 FA 00 00 00 00 00 F6 
500752,="11:17:38.384",0xB69582,ch1,接收,0x18FF94D4,数据帧,扩展帧,0x08,x| 04 40 06 00 26 00 00 EE 
500753,="11:17:38.384",0xB695A8,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 68 33 8E 26 B8 18 62 50 
500754,="11:17:38.384",0xB695C2,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 1B 
500755,="11:17:38.384",0xB695D1,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
500756,="11:17:38.414",0xB695E4,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
500757,="11:17:38.414",0xB695F9,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 12 
500758,="11:17:38.414",0xB69612,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 68 33 00 7D 55 55 AA 00 
500759,="11:17:38.414",0xB69620,ch1,接收,0x18EF3010,数据帧,扩展帧,0x08,x| 78 00 01 00 00 00 00 00 
500760,="11:17:38.414",0xB6966F,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 68 33 8E 26 B4 18 62 50 
500761,="11:17:38.414",0xB6968A,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 1C 
500762,="11:17:38.414",0xB69699,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
500763,="11:17:38.414",0xB696AC,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
